,CV_Mean_R2,CV_Std_R2,MAE,MSE,R2
STACKING_RIDGE_WITH_RIDGE_GB,0.6790658266333202,0.1434846054802763,0.4719116646856636,0.535469651061735,0.4056573897064828
STACKING_RIDGE_WITH_RIDGE_KNN,0.15316577735019304,0.2152415337662331,0.5716651352128953,0.502964233329303,0.44173666102553555
STACKING_RIDGE_WITH_SVR_BAYESIAN,0.5876486141631212,0.11166138277082621,0.3741168020832178,0.2490909615111948,0.7235223845617775
STACKING_RIDGE_WITH_SVR_RF,0.754332020986163,0.07675769597560872,0.36231731040394505,0.29088807692428104,0.6771298268732204
STACKING_RIDGE_WITH_SVR_GB,0.8044676388741132,0.08016259260818906,0.3805585897178922,0.3596309691213343,0.6008289013090711
STACKING_RIDGE_WITH_SVR_KNN,0.6317115104154574,0.0776912026227678,0.37299110609907277,0.24929425605923536,0.7232967385105004
STACKING_RIDGE_WITH_BAYESIAN_RF,0.516947176663872,0.10018265524209281,0.4969111431708856,0.47957394085296773,0.46769863190166117
STACKING_RIDGE_WITH_BAYESIAN_GB,0.655639445674342,0.0959067712682503,0.49598084200319764,0.5686929563432295,0.368781301688368
STACKING_RIDGE_WITH_BAYESIAN_KNN,0.06594197640694263,0.1364112846968029,0.6090487844612108,0.5577950999142285,0.38087733817479374
STACKING_RIDGE_WITH_RF_GB,0.751306891619206,0.10041721916455189,0.45858208418821494,0.5484307694865849,0.3912712430001768
STACKING_RIDGE_WITH_RF_KNN,0.5085586943138122,0.10914014940322714,0.5072475948814986,0.5046207693026532,0.43989799488919357
STACKING_RIDGE_WITH_GB_KNN,0.6669908129049201,0.0936786775914543,0.49414271640968327,0.5825458711479108,0.3534053088027529
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN,0.5705991162256561,0.1694747649029722,0.35572189226162254,0.23427598193769647,0.7399662177719308
STACKING_RIDGE_WITH_RIDGE_SVR_RF,0.7128853514593262,0.11311646092951828,0.34599720228017106,0.27365994796181875,0.6962521265548558
STACKING_RIDGE_WITH_RIDGE_SVR_GB,0.7721562858442349,0.10542533226199365,0.3632784470147329,0.3408792553746026,0.6216422984336533
STACKING_RIDGE_WITH_RIDGE_SVR_KNN,0.612020261503325,0.11777807846194073,0.3494918567408557,0.22941850206941247,0.7453577600538132
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_RF,0.5038110878323797,0.1525786665404386,0.4697904459441159,0.44494183662475323,0.5061384112358238
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_GB,0.6448860017147112,0.12959759120833078,0.46997868333400983,0.5310542642472531,0.410558232395833
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_KNN,0.1240678952110372,0.18584487239135014,0.5626137670942838,0.48444688438218164,0.4622899257850338
STACKING_RIDGE_WITH_RIDGE_RF_GB,0.7310397098911547,0.14065764164831376,0.4340314887930093,0.5089766338680791,0.43506321870576836
STACKING_RIDGE_WITH_RIDGE_RF_KNN,0.5301402976078884,0.1604489916877121,0.4665229826899469,0.4445644874729118,0.5065572485675994
STACKING_RIDGE_WITH_RIDGE_GB_KNN,0.669831449255059,0.14232964957084052,0.4591073415648266,0.524180258122264,0.4181880107322874
STACKING_RIDGE_WITH_SVR_BAYESIAN_RF,0.6925526378002709,0.12363079557741762,0.357461300207367,0.2846011580716699,0.6841079698065418
STACKING_RIDGE_WITH_SVR_BAYESIAN_GB,0.7549258031502136,0.09584793814285802,0.37648256244172884,0.35408837397825316,0.6069808848222491
STACKING_RIDGE_WITH_SVR_BAYESIAN_KNN,0.5730569352642013,0.13908935353809027,0.36410215462376994,0.23945710716388469,0.7342154464908983
STACKING_RIDGE_WITH_SVR_RF_GB,0.8173616785468522,0.08792630063535058,0.36460433725351293,0.37105235935624037,0.5881517703606873
STACKING_RIDGE_WITH_SVR_RF_KNN,0.7395133046181618,0.08090740992003384,0.3598112539536839,0.289039963682206,0.6791811335088719
STACKING_RIDGE_WITH_SVR_GB_KNN,0.7960881299410325,0.07574690183728502,0.3738806301040747,0.3555117958273548,0.6054009628683785
STACKING_RIDGE_WITH_BAYESIAN_RF_GB,0.7194170576763779,0.11118931979395345,0.4502277006009684,0.5326192341320508,0.4088211997096346
STACKING_RIDGE_WITH_BAYESIAN_RF_KNN,0.5031993448533052,0.12225662614236825,0.4867306108747299,0.46842010753418933,0.4800787890147994
STACKING_RIDGE_WITH_BAYESIAN_GB_KNN,0.6485945891703968,0.10550996361475777,0.48002590810689366,0.5533129563835624,0.3858522772407972
STACKING_RIDGE_WITH_RF_GB_KNN,0.7452444187307437,0.0975262329430587,0.4509728396511914,0.5414233340299787,0.399049120742612
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_RF,0.6717152388367543,0.15801507559936168,0.34647323026311716,0.27440136289919215,0.6954291957158897
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_GB,0.7388731030130674,0.12420044993783012,0.36438165550173207,0.34274586295680765,0.6195704640717961
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_KNN,0.5618007006142074,0.18482423438895562,0.34891692822641374,0.2285381768978548,0.746334873806821
STACKING_RIDGE_WITH_RIDGE_SVR_RF_GB,0.7875092013225878,0.11133700387619208,0.3549692982825248,0.35910071191242643,0.6014174583879726
STACKING_RIDGE_WITH_RIDGE_SVR_RF_KNN,0.7095230704385551,0.11147978786592785,0.34696024487018484,0.27426377186121476,0.6955819143928537
STACKING_RIDGE_WITH_RIDGE_SVR_GB_KNN,0.7704794556903176,0.10005831775856755,0.3610559885078621,0.33983577655921055,0.6228005039859127
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_RF_GB,0.7032474062224938,0.138077427345292,0.43463709321279187,0.5102942409933178,0.43360074542347704
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_RF_KNN,0.495535831837301,0.16521063764810143,0.4637711958743884,0.4388815241548943,0.512865033230905
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_GB_KNN,0.6404765340557528,0.1361530481738854,0.4582650452741348,0.5219850093973283,0.4206246191466668
STACKING_RIDGE_WITH_RIDGE_RF_GB_KNN,0.7306664536796192,0.13266846585111736,0.43190548414108215,0.5074741673575442,0.4367308759968572
STACKING_RIDGE_WITH_SVR_BAYESIAN_RF_GB,0.776073954719561,0.10459324626463141,0.3650174294872066,0.37169510417715484,0.5874383580620491
STACKING_RIDGE_WITH_SVR_BAYESIAN_RF_KNN,0.6896962541595848,0.12922608491143397,0.35668874774291925,0.28411044036177446,0.684652640160946
STACKING_RIDGE_WITH_SVR_BAYESIAN_GB_KNN,0.7537764090512262,0.09905771505215165,0.37176723803362394,0.3518383524982668,0.6094782880587911
STACKING_RIDGE_WITH_SVR_RF_GB_KNN,0.8162821647387943,0.07961873731363639,0.365142780188175,0.371340946526238,0.5878314540709153
STACKING_RIDGE_WITH_BAYESIAN_RF_GB_KNN,0.7200510289616477,0.10935533224747636,0.44574646594019246,0.5294737790705127,0.41231248622443284
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_RF_GB,0.760550891040818,0.1253964397429686,0.35684948787365556,0.3627819684797292,0.5973314609219487
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_RF_KNN,0.6727583290580956,0.1572025373689838,0.34719238261606095,0.2748214543658278,0.6949629167057774
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_GB_KNN,0.7403934032292407,0.12232606416649913,0.3617271263489583,0.34166549726729695,0.6207696120771071
STACKING_RIDGE_WITH_RIDGE_SVR_RF_GB_KNN,0.792313519672974,0.09986342164636987,0.3572425093850991,0.359979989028792,0.6004415079200498
STACKING_RIDGE_WITH_RIDGE_BAYESIAN_RF_GB_KNN,0.7064262892129374,0.13150903863453048,0.4323911184346919,0.5089309563403932,0.4351139183130809
STACKING_RIDGE_WITH_SVR_BAYESIAN_RF_GB_KNN,0.7809201569895562,0.09841714108189019,0.3653821735616289,0.371833658093366,0.5872845706418581
STACKING_RIDGE_WITH_RIDGE_SVR_BAYESIAN_RF_GB_KNN,0.7674861869250451,0.11561743244512257,0.35823819327114353,0.3632163823648344,0.5968492847950493
STACKING_LASSO_WITH_RIDGE,0.15326484986971642,0.17692463957758892,0.5803177211047116,0.504791118324055,0.43970891660653066
STACKING_LASSO_WITH_SVR,0.8239395690118705,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_BAYESIAN,0.04828242003181149,0.11250781623407334,0.6710918756017473,0.6526914872452623,0.2755474348984478
STACKING_LASSO_WITH_RF,0.7242717064425817,0.10677567387928356,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_GB,0.7748707452344168,0.12789032108208542,0.455767969410585,0.6025548731918366,0.33119638906178306
STACKING_LASSO_WITH_KNN,-0.2401859096382754,0.2675849504955686,0.6501883621782542,0.6277267293209534,0.3032569780269133
STACKING_LASSO_WITH_RIDGE_SVR,0.8239395690118707,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_RIDGE_BAYESIAN,0.12291000285231676,0.18746011751681652,0.5803177211047116,0.504791118324055,0.43970891660653066
STACKING_LASSO_WITH_RIDGE_RF,0.7024570796221798,0.15264640704259647,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_RIDGE_GB,0.778554042646028,0.13009498256280708,0.455767969410585,0.6025548731918366,0.33119638906178306
STACKING_LASSO_WITH_RIDGE_KNN,0.15326484986971642,0.17692463957758892,0.5803177211047116,0.504791118324055,0.43970891660653066
STACKING_LASSO_WITH_SVR_BAYESIAN,0.7988399990419912,0.12191609863194199,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_SVR_RF,0.8239395690118705,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_SVR_GB,0.8351236137577434,0.08166957277260466,0.3304685303311993,0.29774380216675667,0.6695203393364593
STACKING_LASSO_WITH_SVR_KNN,0.8239395690118705,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_BAYESIAN_RF,0.7030133789850744,0.11941702197351543,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_BAYESIAN_GB,0.7724366138112463,0.12295151474040518,0.455767969410585,0.6025548731918366,0.33119638906178306
STACKING_LASSO_WITH_BAYESIAN_KNN,0.07849205244078616,0.11823359248801447,0.6710918756017473,0.6526914872452623,0.2755474348984478
STACKING_LASSO_WITH_RF_GB,0.7766008963842432,0.12887817925708345,0.45576796941058517,0.6025548731918368,0.33119638906178295
STACKING_LASSO_WITH_RF_KNN,0.7242717064425817,0.10677567387928356,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_GB_KNN,0.7748707452344168,0.12789032108208542,0.455767969410585,0.6025548731918366,0.33119638906178306
STACKING_LASSO_WITH_RIDGE_SVR_BAYESIAN,0.7988387246454133,0.12191817778171049,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_RIDGE_SVR_RF,0.8239395690118707,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_RIDGE_SVR_GB,0.835123383650556,0.08166877010411397,0.33046796896897424,0.2977427198031992,0.669521540701991
STACKING_LASSO_WITH_RIDGE_SVR_KNN,0.8239395690118707,0.0860159945912397,0.2525370011883134,0.14945237549784215,0.834115874182917
STACKING_LASSO_WITH_RIDGE_BAYESIAN_RF,0.6858929659056366,0.15106680793493335,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_RIDGE_BAYESIAN_GB,0.7724343359335869,0.12294897822715573,0.455767969410585,0.6025548731918366,0.33119638906178306
STACKING_LASSO_WITH_RIDGE_BAYESIAN_KNN,0.12291000285231676,0.18746011751681652,0.5803177211047116,0.504791118324055,0.43970891660653066
STACKING_LASSO_WITH_RIDGE_RF_GB,0.7785507106117853,0.13009281652843094,0.45576796941058517,0.6025548731918368,0.33119638906178295
STACKING_LASSO_WITH_RIDGE_RF_KNN,0.7024570796221798,0.15264640704259647,0.4217905801815217,0.47695507811305354,0.4706054291659969
STACKING_LASSO_WITH_RIDGE_GB_KNN,0.778554042646028,0.13009498256280708,0.455767969410585,0.6025548731918366,0.33119638906178306
